0,"rechtsgutachten, kooperationen, schiffsrecycling, kontext, mal, wpg, schütting, alternative, blohm, beitrag"
1,"sector, x00fc, cross, cher, x00f6, konomie, mitglied, oktober, registereintrag, global"
2,"0018, 02, 07, 18t11, haseloff2024, 41, 45, waterborne, eu, nachhaltiges"
3,"dmz, puckelwald, projektmanager, dlr, mueller, karsten, forschungsinstitute, datei, glassdoor, wasserstoff"
4,"maritim, https, team, uns, dmz, referenten, mail, www, ueber, christian"
