0,"nexmaris, eu, space, zwischenfälle, lang, dmi, schiff, hendrik, year, supply"
1,"safer, actor, vernetzung, assistance, abstract, july, unabhängig, 23554, infrastructures, economic"
2,"giz, feb, product, flagge, effective, petra, inhalte, hafen, recht, world"
3,"december, privater, northern, partner, elbe, der, innovations, wirtschaftsgütern, companies, politics"
4,"wertschöpfung, bewaffneten, regional, sicherung, zusammenarbeit, mar, condor, region, resilience, expedition"
