Keyword,Trend-Wachstum
wirtschaft,40.0
maritimen,10.0
deutsche,7.0
herausforderungen,3.0
norddeutschland,3.0
hamburg,3.0
branchen,3.0
verbände,3.0
maritimes,2.0
cluster,2.0
jul,2.0
ihk,2.0
schiffbau,2.0
