Keyword,Trend-Wachstum
maritime,24.0
german,18.0
deutsche,12.0
dmz,9.0
luft,9.0
raumfahrt,9.0
germany,8.0
center,8.0
institute,7.0
dlr,7.0
institut,7.0
centre,6.0
hamburg,6.0
aerospace,6.0
research,6.0
v.,6.0
of,5.0
e.,5.0
maritimen,4.0
wirtschaft,4.0
dr.,4.0
university,4.0
deutscher,3.0
für,3.0
geschäftsführer,2.0
preis,2.0
berlin,2.0
