Keyword,Trend-Wachstum
berufe,17.0
ausbildungen,12.0
ausbildung,11.0
zukunft,6.0
jobs,4.0
maritim,3.5
maritimen,3.0
offshore,3.0
karriere,3.0
wsa,3.0
wirtschaft,2.5
frau,2.0
wandel,2.0
fachkraft,2.0
ausbildungsberuf,2.0
mehrzweckschiffe,2.0
startseite,2.0
bord,2.0
uhr,2.0
jul,2.0
management,2.0
notfallvorsorge,2.0
