Keyword,Trend-Wachstum
maritime,11.0
federal,10.0
affairs,6.0
german,5.0
case,5.0
government,5.0
member,4.0
coordinator,4.0
grünen,4.0
air,4.0
bundestag,3.0
tourism,3.0
pirmasens,2.0
industry,2.0
germany,2.0
apr,2.0
mdb,2.0
grüne,2.0
mar,2.0
