Keyword,Trend-Wachstum
minister,15.0
chancellor,14.0
vice,13.0
federal,12.0
climate,11.0
german,10.0
germany,10.0
affairs,4.0
jul,4.0
economic,3.3333333333333335
annalena,3.0
politics,3.0
economy,3.0
new,3.0
project,3.0
action,2.5
baerbock,2.0
protection,2.0
feb,2.0
green,2.0
party,2.0
deutschland,2.0
berlin,2.0
state,2.0
