Keyword,Trend-Wachstum
ki,43.0
methoden,24.0
deutschland,14.0
intelligenz,8.0
wirtschaft,7.0
branchen,6.0
digitalisierung,5.0
fraunhofer,5.0
maritime,4.5
deutschen,4.0
künstliche,4.0
deutsche,3.0
künstlichen,3.0
einsatz,3.0
förderung,2.0
dlr,2.0
technologien,2.0
transformation,2.0
systeme,2.0
forschung,2.0
innovation,2.0
innovationen,2.0
