Keyword,Trend-Wachstum
schiffbau,12.0
offshore,6.0
marine,5.0
unternehmen,4.0
zulieferer,4.0
werften,3.0
maritimen,3.0
kunde,3.0
hamburg,2.0
systems,2.0
jun,2.0
maritime,2.0
werft,2.0
