Keyword,Trend-Wachstum
hhla,22.0
board,20.0
hamburger,14.0
hafen,13.0
logistik,11.0
executive,10.0
ag,10.0
chairwoman,10.0
supervisory,3.5
deutsche,3.0
terminal,3.0
hamburg,2.0
chairman,2.0
vorstandsvorsitzende,2.0
aktiengesellschaft,2.0
dr.,2.0
cosco,2.0
chefin,2.0
