Keyword,Trend-Wachstum
wirtschaft,33.0
deutsche,10.0
industrie,9.0
maritimen,5.0
branchen,5.0
unternehmen,5.0
technologie,4.0
germany,4.0
rostock,3.0
technischer,3.0
digitalisierung,2.0
land,2.0
logistik,2.0
transport,2.0
düsseldorf,2.0
boot,2.0
