Keyword,Trend-Wachstum
branche,26.0
technologischer,9.0
wandel,8.333333333333334
maritimes,5.0
maritime,4.5
deutsches,3.0
zentrum,3.0
maritimen,3.0
handlungsfelder,2.0
technischer,2.0
digitale,2.0
