Keyword,Trend-Wachstum
digital,51.5
marine,14.0
industry,10.0
solutions,9.0
twin,8.0
world,7.0
technology,6.0
library,6.0
new,6.0
systems,6.0
system,5.0
port,5.0
ship,5.0
data,4.0
transformation,4.0
logistics,4.0
platform,4.0
innovative,4.0
efficiency,4.0
security,3.0
framework,3.0
eu,3.0
states,3.0
shipping,2.5
apr,2.0
technologies,2.0
digitalisation,2.0
digitalization,2.0
operations,2.0
university,2.0
vessels,2.0
software,2.0
corps,2.0
