Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Einige Ansprechpartner deutscher Werften und Schiffbauzulieferer ...,https://vsm.de/sites/default/files/dokumente/60ee728a1f3af48489c134033af4b5cf/ansprechpartner_ausbildungsfragen.pdf,Einige Ansprechpartner deutscher Werften und Schiffbauzulieferer in Ausbildungsfragen. Firmenname. Ort. Telefon. E-Mail. Ansprechpartner. Abeking & Rasmussen.,0.0,de
IbA-Referenzliste: Maschinen- und Anlagenbau Stand: 2023 ...,https://www.ladiba.de/pdfs/IbA_Referenz_Maschinen_Anlagen.pdf,"Schiffbauzulieferer. - Neubau Fähranleger am Pier I, Rostock. - Frequenzumrichter-Fahrantriebe Jastram Yacht. - Frequenzumrichter-Fahrantriebe für Bagger- und ...",0.0,de
Ihr Schiffbau Zulieferer für Schmiedeteile,https://dirostahl.com/referenzen/schiffbau/,Zuverlässiger Partner und Zulieferer für Ruderschäfte ✓ Propellerwellen ✓ Rohlinge für Ankerwinden ✓ Schiffsgetriebe ✓ Generatoren ✓ Pumpen ...,0.0,com
Hamburger Firma verliert Namen nach 135 Jahren,https://www.abendblatt.de/hamburg/article214690359/Hamburger-Firma-verliert-Namen-nach-135-Jahren.html,"Jun 26, 2018 ... Schiffbauzulieferer Noske-Kaeser wurde 2017 von einem französischen Konzern gekauft. Letzter Schritt: der Namenswechsel.",0.0,de
Mitgliedschaft – Nautischer Verein zu Bremerhaven,https://www.nautischer-verein-bremerhaven.de/mitgliedschaft,Schiffbauzulieferer. Ingenieurbüros 2 Speditionen. Vereine/Organisationen. Sachverständigenbüro. Handelskammer. Marineoperations-Schule. Schiffsausrüster. Werft.,0.0,de
"Schiffbau-Zulieferer: Viele Aufträge, wenig Personal | NDR.de ...","https://www.ndr.de/nachrichten/hamburg/Schiffbau-Zulieferer-Viele-Auftraege-wenig-Personal-,schiffbau266.html","Jul 3, 2023 ... Fast acht Prozent mehr Aufträge: Das vergangene Jahr war für die Schiffbau-Zulieferer ein Boom-Jahr. Und die meisten Unternehmen rechnen damit, ...",-0.4568,de
„Retrofit“ füllt die Auftragsbücher - THB,https://www.thb.info/rubriken/maritime-wirtschaft/detail/news/retrofit-fuellt-die-auftragsbuecher.html,"Jul 16, 2024 ... Die deutschen Schiffbauzulieferer werden von der Notwendigkeit der internationalen Reedereiverkehrswirtschaft, ihre Flotten noch „sauberer“ ...",-0.4158,info
Schiffbau-Zulieferer lassen Corona 2021 und 2022 hinter sich,https://www.produktion.de/wirtschaft/schiffbau-zulieferer-lassen-corona-2021-und-2022-hinter-sich-125.html,"Jun 7, 2021 ... Schiffbau-Zulieferer lassen Corona 2021 und 2022 hinter sich. Die Zulieferer für die Schiffbau- und Offshore-Industrie haben nach der ...",-0.4158,de
Unsere Angebote im Innovationsfeld Autonome Maritime ...,https://www.cml.fraunhofer.de/de/innovationsfelder/forschungsfelder11.html,"Schiffbauzulieferer sehen sich vielen Herausforderungen gegenüber. Die Breite der Digitalisierungsoptionen abzudecken, erfordert personelle Ressourcen, die ...",-0.4158,de
Die Länder Maritimes Cluster Norddeutschland e.V.,https://www.maritimes-cluster.de/ueber-uns/die-laender/,"Die deutschen Schiffbauzulieferer sind international aufgestellt und hochinnovativ. Forschung und Entwicklung sind hier entscheidende Voraussetzungen, um in ...",-0.4158,de
